monthly_availability,projected_monthly_income,room_types
10,15000,apartment
14,7470,apartment
13,5700,apartment
12,900,room
24,30000,apartment
30,11850,apartment
11,2490,apartment
17,19800,apartment
27,2100,room
28,2370,apartment
0,7500,apartment
26,9570,apartment
1,1440,room
14,5250,apartment
0,2100,room
0,3000,room
29,2970,apartment
0,3750,apartment
10,3240,apartment
5,1200,room
0,1500,room
28,2580,apartment
14,4650,apartment
4,7470,apartment
4,3000,apartment
29,1290,apartment
12,4170,apartment
1,1500,room
21,4230,apartment
14,29970,apartment
28,4950,apartment
0,10950,apartment
10,5400,apartment
5,2370,apartment
0,1200,room
21,7650,apartment
13,8250,apartment
4,3000,apartment
20,6000,apartment
5,3000,apartment
25,10350,apartment
28,2910,apartment
0,1050,room
17,17250,apartment
30,3000,room
7,3000,apartment
0,6000,apartment
14,2070,apartment
23,6000,apartment
14,3840,apartment
28,2700,apartment
29,2670,apartment
6,7500,apartment
0,1350,room
2,8970,apartment
25,2100,room
25,2100,room
25,750,room
26,10740,apartment
14,3600,apartment
26,29640,apartment
13,2250,room
13,2850,apartment
14,12000,apartment
3,7710,apartment
27,7500,apartment
4,1650,room
29,7260,apartment
0,4950,apartment
0,900,room
11,3750,apartment
7,4470,apartment
0,1350,room
20,9000,apartment
24,4170,apartment
13,8250,apartment
16,81000,apartment
0,5940,apartment
29,10470,apartment
0,4950,room
5,3870,apartment
0,3420,apartment
17,4200,apartment
12,2880,room
29,3300,apartment
2,2400,apartment
8,2250,apartment
0,1440,room
27,13500,apartment
21,4050,apartment
29,15750,apartment
24,8970,apartment
14,1650,room
14,1440,room
1,2040,apartment
7,3750,apartment
0,3750,room
14,14850,apartment
0,2400,room
0,1800,room
20,8850,apartment
9,3630,apartment
29,4500,room
0,4110,apartment
0,2250,room
3,2850,apartment
30,3450,apartment
30,3510,apartment
29,6870,apartment
29,4740,apartment
30,3750,room
17,3870,apartment
13,6750,apartment
1,4500,apartment
0,1500,room
13,15000,apartment
18,8970,apartment
13,3870,apartment
0,3270,apartment
25,6270,apartment
15,3600,apartment
0,2970,apartment
11,3120,apartment
13,2040,apartment
13,15300,apartment
2,1650,room
14,3540,apartment
0,1950,room
18,9150,apartment
11,96000,apartment
0,3270,room
20,10500,apartment
13,2760,apartment
7,1470,room
6,2400,room
13,2160,room
26,2700,room
13,3120,apartment
26,4860,apartment
21,5400,apartment
25,5220,apartment
25,4020,apartment
0,4200,room
26,4860,apartment
17,7500,apartment
11,6750,apartment
14,9000,apartment
24,12000,apartment
13,2970,apartment
14,2250,room
0,3750,apartment
4,3570,apartment
27,3750,apartment
0,4350,apartment
5,6000,apartment
20,7500,apartment
0,990,room
6,2550,room
21,2100,apartment
0,2430,apartment
0,4950,room
27,2850,apartment
0,1500,room
0,3300,apartment
13,2100,room
14,5700,apartment
21,5370,apartment
21,29970,apartment
0,1950,room
12,900,room
11,750,room
14,750,room
14,750,room
13,5400,apartment
29,28500,apartment
7,3750,apartment
1,1680,room
30,5700,apartment
27,25500,apartment
10,7500,apartment
2,1770,room
27,15000,room
0,4350,apartment
6,2610,room
27,29970,apartment
17,2250,apartment
22,660,room
30,4200,apartment
22,720,room
29,8520,apartment
28,29970,apartment
29,1800,room
21,5250,apartment
13,4470,apartment
29,6960,apartment
1,6600,apartment
28,22500,apartment
22,660,room
22,570,room
7,1500,room
18,960,room
17,1020,room
24,10470,apartment
14,1020,room
6,1080,room
0,2760,apartment
4,4500,apartment
20,17970,apartment
21,12000,apartment
6,8970,apartment
0,2400,apartment
20,17970,apartment
28,29970,apartment
28,29970,apartment
29,1080,room
21,9000,apartment
28,29970,apartment
28,29970,apartment
6,7500,apartment
30,14670,apartment
30,2730,apartment
4,111000,apartment
9,5160,apartment
2,16500,apartment
3,6000,room
2,2850,apartment
0,2700,room
14,1470,room
17,6090,apartment
2,1650,apartment
9,2190,apartment
29,7770,apartment
0,2550,room
30,3870,apartment
7,18000,apartment
0,3330,apartment
30,4470,apartment
17,3600,apartment
14,2850,apartment
0,2250,apartment
6,5910,apartment
0,10500,apartment
20,4350,apartment
3,600,room
6,4050,room
29,1200,room
7,2970,apartment
7,7500,apartment
7,2550,room
14,3870,apartment
0,3300,room
5,1410,room
0,660,room
30,5250,room
30,6000,apartment
15,8940,apartment
25,3480,apartment
6,3000,apartment
29,2970,apartment
7,2250,room
13,18000,apartment
8,5250,room
5,1350,room
13,4350,apartment
16,44970,apartment
26,4740,apartment
29,2670,apartment
21,17970,apartment
2,2370,room
21,3150,apartment
11,8700,apartment
5,36000,apartment
2,1170,apartment
4,2670,apartment
24,54150,apartment
0,7500,apartment
0,4050,apartment
0,3570,apartment
0,4050,apartment
9,7500,apartment
4,990,room
27,4230,apartment
28,14970,apartment
7,8250,apartment
25,11970,apartment
30,5160,apartment
22,34500,apartment
13,5670,apartment
30,1650,room
26,2940,apartment
30,17970,apartment
22,2880,apartment
19,8550,apartment
5,2250,apartment
11,2700,apartment
11,1800,room
4,1050,room
5,5970,apartment
14,1770,room
14,6000,apartment
0,2250,apartment
0,2640,room
6,5370,apartment
22,1200,room
25,2940,apartment
14,1500,room
24,8100,apartment
26,5970,apartment
5,4350,apartment
2,7470,apartment
5,5250,apartment
12,1800,apartment
28,2400,room
0,2190,room
2,4770,apartment
29,4470,apartment
0,1650,room
2,9000,apartment
25,10500,apartment
0,1500,room
28,2850,room
28,2850,room
24,6630,apartment
14,6000,room
4,5850,apartment
7,18000,apartment
17,30000,apartment
1,2850,apartment
1,120000,apartment
0,12000,apartment
3,120000,apartment
5,2850,apartment
0,2100,room
26,7800,apartment
1,3750,apartment
7,33000,room
26,9570,apartment
27,9420,apartment
26,9570,apartment
26,9420,apartment
25,11940,apartment
28,2670,apartment
21,2640,room
9,10200,apartment
26,4500,apartment
0,3300,room
4,2070,room
24,12750,apartment
7,4500,apartment
29,2850,room
29,2790,room
26,3690,apartment
24,5550,apartment
26,6150,apartment
5,14700,apartment
6,3900,apartment
7,4500,apartment
7,2100,room
19,2850,room
25,14970,apartment
2,2460,apartment
9,2670,apartment
29,2940,room
26,15960,apartment
28,12000,apartment
6,4650,apartment
19,75000,apartment
0,1200,room
8,12000,apartment
11,3750,apartment
7,6270,apartment
0,2100,room
8,3750,apartment
29,2850,apartment
28,2790,apartment
28,3600,apartment
29,2670,apartment
2,2670,apartment
12,9000,apartment
5,4200,apartment
23,2250,room
0,2580,apartment
3,5970,apartment
26,19800,apartment
0,2970,apartment
26,3900,apartment
28,990,room
4,6000,apartment
0,1200,room
19,1260,room
29,3000,apartment
27,3900,apartment
24,4650,apartment
27,16350,apartment
7,30000,apartment
20,11400,apartment
0,8970,apartment
16,4470,apartment
14,3900,apartment
28,1800,apartment
28,1800,apartment
15,5970,apartment
0,3270,apartment
7,18000,apartment
7,3180,apartment
10,2520,apartment
14,2850,room
22,8970,apartment
27,3150,apartment
11,2460,apartment
0,5130,apartment
14,11700,apartment
12,1950,room
9,9000,apartment
14,2250,room
27,5250,apartment
2,7500,apartment
0,4440,apartment
2,5670,apartment
11,9090,apartment
4,2850,apartment
8,8970,apartment
12,3750,apartment
9,2880,apartment
29,26880,apartment
15,2100,room
4,4470,apartment
5,3000,apartment
2,2250,room
25,6780,apartment
6,2070,room
19,5670,apartment
0,2970,apartment
11,5100,apartment
0,1470,apartment
30,2550,apartment
6,8970,apartment
11,13770,apartment
27,15000,apartment
0,2460,apartment
14,3600,room
3,7470,apartment
24,3900,apartment
26,3000,apartment
11,16500,apartment
30,19350,room
30,18000,apartment
11,5970,apartment
4,4500,apartment
7,2670,room
0,14370,apartment
7,5670,apartment
8,4230,apartment
4,5970,apartment
0,7230,apartment
27,2070,room
4,14970,apartment
19,5400,apartment
14,3750,apartment
9,5850,apartment
26,3300,apartment
9,3720,apartment
7,3720,apartment
8,4800,apartment
1,2850,room
29,3300,apartment
0,4500,apartment
6,3600,apartment
15,8790,apartment
0,1650,room
29,2970,apartment
21,1110,room
3,4020,apartment
3,4020,apartment
2,2550,room
6,13500,apartment
19,2250,room
0,2400,apartment
2,3690,apartment
1,12000,apartment
4,2970,apartment
13,3840,apartment
5,30000,apartment
28,2850,apartment
13,8250,apartment
30,2250,apartment
2,1650,room
28,8400,room
20,3750,apartment
9,5250,apartment
29,8970,apartment
21,6750,apartment
8,2970,apartment
6,4500,apartment
10,3900,apartment
8,7500,apartment
30,7500,apartment
30,3450,room
0,1950,room
30,18750,apartment
12,1650,apartment
30,6750,apartment
1,2640,apartment
5,2340,apartment
1,3210,apartment
0,6000,apartment
4,1650,room
6,3300,apartment
9,2100,apartment
12,4410,apartment
27,8850,apartment
14,12000,room
28,8400,apartment
26,18900,apartment
30,4560,apartment
0,2250,apartment
21,1200,room
0,5490,apartment
0,2400,apartment
10,2850,room
14,4950,room
0,8250,apartment
0,5250,apartment
25,1770,apartment
12,2640,apartment
29,9720,apartment
17,1470,room
21,3600,apartment
3,5970,apartment
22,4470,apartment
7,1650,room
4,2250,apartment
2,1800,apartment
13,7470,apartment
26,30000,apartment
11,4140,apartment
18,4470,room
1,2850,apartment
11,4500,apartment
21,23970,apartment
0,14250,apartment
0,3600,apartment
6,4260,apartment
7,1800,room
28,26250,apartment
0,1200,room
14,3570,apartment
3,2850,apartment
11,3750,apartment
30,44970,apartment
30,78000,apartment
1,12000,apartment
0,6570,apartment
27,3300,apartment
21,3750,apartment
24,3300,apartment
13,1650,apartment
14,7500,apartment
28,2100,room
0,1650,apartment
2,3000,apartment
17,5670,apartment
10,1080,room
15,1650,room
29,17850,apartment
22,5970,apartment
13,2970,room
3,7320,apartment
20,3870,apartment
0,1950,room
11,6000,apartment
11,6000,apartment
12,3720,apartment
27,30000,apartment
21,4500,apartment
6,5850,apartment
30,2250,room
20,59970,apartment
0,24930,apartment
28,8610,apartment
21,5250,apartment
15,5370,apartment
22,13980,apartment
22,3990,apartment
16,8850,apartment
14,2670,apartment
16,6000,apartment
7,1200,room
7,5370,apartment
0,4050,apartment
0,1470,room
2,1950,apartment
16,1800,room
2,2970,apartment
8,1410,room
10,2820,apartment
1,17490,apartment
27,1170,room
29,1140,room
6,15000,apartment
22,3600,apartment
5,5100,apartment
7,2670,room
11,3870,apartment
27,5970,apartment
24,5970,apartment
26,5970,apartment
6,1470,room
30,3750,apartment
2,2670,apartment
7,1350,room
11,8970,apartment
9,3360,apartment
12,2550,apartment
19,5100,apartment
23,8970,apartment
29,4380,apartment
21,1800,apartment
27,8970,apartment
9,13500,apartment
3,3000,room
5,5250,apartment
2,2850,apartment
29,28500,apartment
6,5070,apartment
14,5550,apartment
2,2970,apartment
4,7500,apartment
30,1290,room
2,7500,apartment
27,20850,apartment
29,2040,room
27,2340,room
2,6750,apartment
2,120000,apartment
24,3000,room
26,6000,apartment
9,3270,apartment
0,5250,apartment
27,1110,room
29,780,room
0,2790,apartment
7,1800,room
1,1050,room
28,8970,apartment
10,3870,apartment
0,1350,room
0,3000,apartment
21,2070,room
14,3600,apartment
3,7500,apartment
29,2670,apartment
29,3000,apartment
2,2250,apartment
29,8970,apartment
6,5850,apartment
0,2070,apartment
29,1590,apartment
4,3000,apartment
28,29970,apartment
25,7650,apartment
0,7170,apartment
27,7470,apartment
14,8250,room
27,31410,apartment
27,27840,apartment
3,2700,apartment
24,5400,apartment
7,3600,room
3,7500,apartment
0,1050,room
0,5400,apartment
27,17850,apartment
27,5970,apartment
23,7920,apartment
27,5970,apartment
6,1800,room
14,1200,room
27,2850,apartment
30,6000,apartment
0,32850,apartment
0,2970,apartment
4,10500,apartment
2,4200,apartment
2,9000,apartment
6,4800,apartment
7,4500,apartment
13,990,room
25,4470,apartment
4,1800,room
11,5100,apartment
18,10770,apartment
25,3750,apartment
24,3000,apartment
25,4620,apartment
25,4680,apartment
19,4350,apartment
21,3000,apartment
4,2760,apartment
19,1770,room
8,6900,apartment
0,1020,room
17,3900,apartment
21,23850,apartment
14,3000,room
0,3000,room
14,3000,room
0,25500,apartment
19,7470,apartment
28,1350,room
29,6840,apartment
6,7530,apartment
1,5970,apartment
6,2250,room
0,1470,room
27,5670,apartment
25,2670,apartment
25,4470,apartment
28,5280,apartment
0,14250,apartment
28,5340,apartment
28,5550,apartment
25,5550,apartment
0,3000,apartment
19,3300,apartment
14,5370,apartment
24,5700,apartment
21,5550,apartment
28,4710,apartment
0,1500,room
11,2970,apartment
14,8250,apartment
0,750,room
8,10500,apartment
5,5970,apartment
29,5370,apartment
12,3600,apartment
11,3300,apartment
28,4500,apartment
26,6270,apartment
12,1470,apartment
6,1950,room
23,3000,apartment
21,11100,apartment
9,1500,room
28,4650,apartment
26,4650,apartment
7,2070,room
0,5250,apartment
0,6750,apartment
3,600,room
10,2970,apartment
12,7050,apartment
1,13500,apartment
27,2670,apartment
3,5700,apartment
7,1800,apartment
0,1800,room
13,8970,apartment
0,2100,room
14,3000,apartment
22,2340,apartment
7,4620,apartment
7,4500,apartment
18,1230,apartment
1,2400,apartment
28,45270,apartment
29,12000,apartment
11,6750,apartment
25,2250,room
0,1170,room
18,9000,apartment
0,2850,apartment
28,12000,apartment
13,4470,apartment
28,4470,apartment
1,2910,room
4,4470,apartment
21,8970,apartment
30,10320,apartment
8,36000,apartment
29,2640,apartment
27,2970,apartment
0,1830,apartment
0,1920,apartment
0,2940,apartment
3,1200,room
24,5550,apartment
10,1200,room
27,22290,apartment
28,5490,apartment
29,5490,apartment
29,4950,apartment
10,1800,room
29,7050,apartment
18,14850,apartment
0,2400,room
10,3300,apartment
0,10500,apartment
27,26850,apartment
14,750,room
14,6000,apartment
12,4920,apartment
29,5430,apartment
10,2070,apartment
30,7050,apartment
4,1950,apartment
27,16950,apartment
18,4170,apartment
1,2400,apartment
7,4470,apartment
23,5970,apartment
14,6480,apartment
16,1500,room
20,4740,apartment
30,11250,apartment
10,7500,apartment
25,4530,apartment
3,450,apartment
21,7500,apartment
3,1500,apartment
25,13740,apartment
18,15000,apartment
22,1950,apartment
5,4050,apartment
2,2400,room
0,3000,apartment
24,8970,apartment
14,19500,apartment
28,9450,apartment
14,2250,room
3,23850,apartment
4,4200,apartment
5,13710,apartment
26,3960,apartment
5,1800,room
7,3900,apartment
14,15000,apartment
26,3420,apartment
9,8070,apartment
5,2550,apartment
1,9900,apartment
10,23850,apartment
29,3750,apartment
0,2700,apartment
0,15000,apartment
14,12000,apartment
29,1350,room
14,4500,apartment
14,7500,apartment
21,26850,apartment
3,4470,apartment
14,5250,room
0,5970,apartment
28,10500,apartment
4,2700,apartment
0,10500,apartment
7,1170,room
7,1800,room
4,25500,apartment
18,3900,apartment
11,2400,apartment
29,2100,room
26,5370,apartment
29,4650,room
9,2250,room
6,2700,apartment
8,3750,apartment
18,3270,apartment
20,3000,apartment
14,28500,apartment
26,3090,apartment
0,2100,apartment
2,4500,apartment
29,1200,room
30,10320,apartment
29,12780,apartment
30,10320,apartment
0,2400,apartment
25,26850,apartment
10,23850,apartment
30,13320,apartment
7,4620,apartment
6,4620,apartment
9,4620,apartment
7,1170,room
7,1170,room
10,6000,apartment
6,7050,apartment
29,3750,apartment
22,6750,room
13,3870,apartment
26,4170,apartment
12,7770,apartment
20,1410,room
7,3870,apartment
10,8970,apartment
18,11580,apartment
5,2100,apartment
14,5340,apartment
11,24000,room
17,5250,apartment
0,1350,room
7,2700,room
14,2910,apartment
0,1500,apartment
2,1320,room
7,4500,apartment
11,16110,apartment
3,4920,apartment
26,10020,apartment
26,10020,apartment
22,11370,apartment
30,11250,apartment
8,7500,apartment
30,23100,apartment
30,13290,apartment
6,4500,apartment
29,2970,apartment
0,8550,apartment
27,9000,apartment
23,8250,apartment
19,3930,apartment
0,7950,apartment
11,6000,apartment
7,3120,apartment
14,8850,apartment
0,3750,apartment
29,15870,apartment
0,10500,apartment
30,1650,apartment
25,9720,apartment
30,1650,apartment
29,1650,apartment
29,1650,apartment
13,5970,apartment
0,2700,apartment
7,2250,room
7,2250,room
2,6000,room
30,7470,apartment
7,9000,apartment
11,24000,apartment
0,2520,apartment
22,4470,apartment
24,12000,apartment
28,15210,apartment
4,3600,apartment
19,6750,apartment
20,6750,apartment
19,5100,apartment
9,5910,apartment
11,1650,room
21,5130,apartment
21,5130,apartment
20,5130,apartment
21,5130,apartment
21,5100,apartment
21,5130,apartment
20,5100,apartment
12,1650,apartment
27,9750,apartment
1,1230,room
3,29970,apartment
5,2880,apartment
0,1650,room
7,2190,room
0,4470,apartment
0,9000,apartment
29,2220,apartment
3,1650,room
30,1980,room
14,6000,room
21,4740,apartment
7,1200,room
14,3060,apartment
0,26970,apartment
0,5400,apartment
0,6000,apartment
5,1800,room
14,2250,room
0,7500,apartment
21,2010,apartment
7,7500,apartment
29,2970,apartment
6,1770,room
5,2670,apartment
0,1950,room
18,11970,apartment
24,8970,apartment
22,1290,room
0,2250,room
29,7500,apartment
17,14970,apartment
7,3480,apartment
3,9000,apartment
0,8040,apartment
8,6000,apartment
30,9000,apartment
5,5250,apartment
0,11250,apartment
14,3450,apartment
14,3450,apartment
23,2070,room
22,9000,apartment
0,2490,apartment
6,6000,apartment
3,16500,apartment
29,17850,apartment
29,17850,apartment
30,4320,apartment
0,4140,apartment
15,3720,apartment
30,10470,apartment
20,5340,apartment
20,5340,apartment
9,33000,apartment
14,7590,apartment
0,2670,apartment
30,4470,room
4,3510,apartment
6,5250,apartment
19,9000,apartment
20,13740,apartment
1,11850,apartment
14,3450,apartment
29,6750,apartment
16,3720,apartment
27,29250,apartment
0,3750,apartment
1,900,room
6,1500,room
13,3450,apartment
28,6750,apartment
9,3450,apartment
21,44970,apartment
2,1650,room
29,4890,apartment
18,11850,apartment
0,8250,apartment
0,11970,apartment
0,2730,apartment
4,1770,room
6,1740,room
5,6000,apartment
11,1170,room
0,3750,apartment
14,1200,room
30,4170,apartment
26,12000,apartment
0,2550,apartment
4,13500,apartment
14,1350,room
7,2850,apartment
13,2970,apartment
12,4050,apartment
14,4200,apartment
13,4170,apartment
11,5070,apartment
29,23250,apartment
5,4050,apartment
5,12870,apartment
30,2010,room
0,570,room
0,6000,apartment
5,2970,apartment
28,29970,apartment
29,2970,apartment
6,2400,room
29,2550,apartment
1,3450,apartment
7,2250,room
0,4500,apartment
10,3300,apartment
10,8070,apartment
0,9750,apartment
0,2460,apartment
20,4950,apartment
28,1620,room
0,4350,apartment
28,6570,apartment
4,3570,apartment
0,1470,room
5,4260,apartment
30,5250,room
0,1890,room
8,4170,apartment
7,9000,apartment
1,13500,apartment
14,5970,apartment
9,1590,room
0,8850,apartment
27,4770,apartment
7,4500,room
14,6000,apartment
0,12000,apartment
27,8970,apartment
0,299970,room
12,8250,apartment
11,3300,apartment
3,3810,apartment
4,6750,apartment
7,1200,room
0,8250,apartment
0,17970,apartment
5,4170,apartment
3,29970,apartment
14,3570,room
0,4950,apartment
0,7200,apartment
28,5970,apartment
0,8970,apartment
0,13470,apartment
14,9000,apartment
12,5880,apartment
21,13500,apartment
23,15300,apartment
7,5250,apartment
29,13500,apartment
3,45000,apartment
5,6750,apartment
8,8850,apartment
30,6000,apartment
11,1800,room
22,1440,room
3,5970,apartment
5,8550,apartment
5,1950,room
0,4500,apartment
28,5970,apartment
24,23850,apartment
20,5370,apartment
26,3000,apartment
27,2130,apartment
1,2700,apartment
11,4170,apartment
24,3870,room
12,3240,apartment
25,4650,apartment
4,2400,apartment
0,3450,apartment
12,9000,apartment
0,5850,apartment
28,4500,apartment
21,5370,apartment
6,3750,apartment
23,44550,apartment
18,35850,apartment
0,3570,apartment
6,3600,apartment
0,7170,apartment
0,24000,apartment
4,5610,apartment
23,8970,apartment
0,9270,apartment
3,7410,apartment
2,15000,apartment
5,1950,room
14,30000,apartment
1,1500,room
11,27870,apartment
6,1860,room
4,2700,room
4,4560,apartment
14,3000,apartment
14,3000,apartment
12,900,room
7,19470,apartment
7,6000,apartment
14,2550,apartment
4,8250,apartment
28,1500,apartment
30,9870,apartment
7,1500,room
5,4770,apartment
24,20850,apartment
23,20850,apartment
18,8850,apartment
19,3690,apartment
27,4110,apartment
8,3450,apartment
29,7500,apartment
12,8490,apartment
0,5850,apartment
29,3720,apartment
0,15000,apartment
6,2370,apartment
30,3000,room
25,3750,apartment
13,2700,room
23,8070,apartment
1,12000,apartment
1,570,room
1,11400,apartment
30,10500,apartment
1,1650,room
0,1620,room
0,4200,apartment
0,2640,apartment
7,5400,apartment
2,1800,room
29,2670,room
5,2550,apartment
6,7500,apartment
28,2370,room
6,8400,apartment
28,900,room
10,1650,apartment
0,4500,room
14,7500,apartment
29,10470,apartment
30,3000,room
13,2100,room
0,2880,apartment
29,7500,room
20,9990,apartment
3,7500,apartment
0,13500,apartment
29,5250,apartment
0,6570,apartment
13,1350,room
28,6750,room
3,2700,room
26,5250,apartment
10,2250,room
0,1950,room
2,2700,apartment
7,4590,apartment
0,4530,apartment
3,1770,apartment
14,6000,apartment
28,3600,apartment
1,1590,apartment
8,5670,apartment
10,2400,room
8,2910,apartment
0,1200,room
14,12750,apartment
24,19350,apartment
18,17040,apartment
0,2490,apartment
0,1350,room
17,20970,apartment
9,17250,apartment
0,3750,room
14,2250,room
14,9000,apartment
14,6000,apartment
0,3300,apartment
0,5370,apartment
0,13680,apartment
13,3570,apartment
6,5970,apartment
0,16500,apartment
0,2400,room
5,3000,apartment
10,4470,apartment
7,9000,apartment
0,4500,room
0,3150,apartment
0,8970,apartment
28,14850,apartment
0,4500,apartment
23,810,room
0,2250,room
13,6000,room
10,5970,apartment
3,2010,room
23,7950,apartment
28,5250,apartment
28,5250,apartment
20,5850,apartment
28,5550,apartment
1,2370,room
2,1800,room
3,6450,apartment
16,15000,apartment
0,2250,room
5,7500,apartment
8,1560,room
9,900,room
26,1500,room
2,4200,apartment
25,3900,apartment
9,3390,apartment
7,1950,room
6,2070,room
7,4500,apartment
28,4350,apartment
29,1500,room
0,120000,apartment
7,8970,apartment
0,2100,room
30,2670,apartment
0,2970,apartment
13,2970,apartment
0,3900,apartment
0,2400,room
19,5100,apartment
25,3810,apartment
11,4500,apartment
14,3300,room
7,17700,apartment
0,2100,room
7,1320,room
26,4500,apartment
24,8220,apartment
30,28500,room
17,3750,apartment
28,4470,apartment
23,1950,room
0,4950,apartment
29,2250,room
29,2250,room
29,2250,room
30,2250,room
5,2940,apartment
5,1500,room
29,2250,room
30,2250,room
27,2250,room
0,1980,room
5,1770,room
3,2100,apartment
0,3000,room
5,1470,room
0,1200,room
14,7470,apartment
4,1650,room
19,8580,apartment
10,2970,apartment
17,23970,apartment
5,1770,room
6,1740,room
13,2040,apartment
7,20850,apartment
17,37050,apartment
0,4470,apartment
7,3870,apartment
0,9000,apartment
0,60000,apartment
0,300000,apartment
13,7500,apartment
0,10500,room
6,4500,apartment
12,1950,room
14,2370,apartment
27,22170,apartment
0,1800,room
14,2670,apartment
0,3600,apartment
30,3600,apartment
14,3000,room
5,8400,apartment
30,27000,apartment
0,1470,room
0,1500,apartment
12,2970,apartment
0,8550,apartment
7,6000,apartment
7,29250,apartment
13,6000,apartment
6,2070,apartment
0,5370,apartment
19,5970,apartment
29,8970,apartment
29,570,room
0,7200,apartment
0,1650,room
20,22500,apartment
27,6120,apartment
26,6600,apartment
30,4500,room
7,27000,apartment
0,1950,room
3,1800,room
28,7500,apartment
26,5940,apartment
30,2370,room
0,4470,apartment
8,9000,apartment
6,18000,apartment
20,4080,apartment
11,7950,apartment
28,3900,apartment
25,3600,apartment
3,12000,apartment
4,1950,room
27,4800,apartment
7,15000,apartment
1,4140,apartment
14,5670,room
0,4200,apartment
0,6000,apartment
14,27000,apartment
28,7470,apartment
0,4620,apartment
0,2040,apartment
24,6000,apartment
6,6000,apartment
0,7500,apartment
0,3900,apartment
5,5010,apartment
14,5940,apartment
14,1350,room
14,1350,room
1,3450,apartment
27,20970,apartment
27,11670,apartment
29,11670,apartment
23,5850,apartment
0,4140,apartment
1,2400,room
3,1950,apartment
29,3870,apartment
22,6900,apartment
0,7500,apartment
6,18000,apartment
22,9750,apartment
22,2310,room
16,9000,apartment
7,2250,room
8,11250,apartment
6,2970,apartment
26,35310,apartment
0,12000,apartment
7,11970,apartment
0,4200,apartment
1,1800,room
25,8250,apartment
30,3600,apartment
4,3450,apartment
0,2250,room
29,11970,apartment
27,2970,apartment
1,2100,room
6,1350,room
11,2700,apartment
8,11250,apartment
8,7500,apartment
0,3750,room
24,7500,apartment
18,4500,apartment
13,2370,apartment
6,9840,apartment
0,6000,room
10,2550,apartment
7,4950,apartment
4,5070,apartment
28,6750,apartment
23,3840,apartment
27,5940,apartment
8,7500,room
0,12000,apartment
14,1350,room
28,12000,apartment
8,39000,apartment
6,1500,room
7,1710,room
0,3600,room
0,2250,room
13,3600,apartment
7,2970,apartment
0,2700,room
14,8400,apartment
5,2400,apartment
12,1950,apartment
9,8250,apartment
30,4500,room
9,9630,apartment
10,2850,apartment
30,7890,apartment
4,3450,apartment
7,6750,apartment
12,5850,apartment
7,2010,room
29,3390,apartment
1,1950,room
1,4200,apartment
6,2370,apartment
6,3840,apartment
5,2970,apartment
14,8400,apartment
1,1890,room
28,3450,apartment
30,2550,room
22,14850,apartment
25,4500,apartment
7,6750,apartment
0,2940,apartment
7,5400,apartment
0,2280,apartment
9,3450,apartment
0,2850,apartment
12,4980,apartment
11,1200,room
0,7500,apartment
5,6000,apartment
20,9600,apartment
15,7500,apartment
29,7200,apartment
14,4380,apartment
14,9000,apartment
13,8250,apartment
28,2400,room
13,6000,apartment
26,10470,apartment
29,2670,apartment
20,1110,room
0,7500,apartment
2,12000,apartment
30,8970,apartment
19,3000,apartment
3,3000,apartment
30,4200,apartment
30,1530,room
29,2550,apartment
30,7500,apartment
20,26250,apartment
3,5250,apartment
14,7500,apartment
27,5850,apartment
12,6270,apartment
6,7500,apartment
0,3300,apartment
27,8250,apartment
30,2400,room
6,11970,room
0,7470,apartment
12,13470,apartment
29,12000,room
29,3750,room
1,2850,apartment
0,12000,apartment
12,8970,apartment
28,4110,apartment
30,1380,room
29,11520,apartment
6,3000,apartment
1,2340,apartment
2,7500,apartment
3,3120,apartment
27,4500,apartment
29,9570,apartment
24,8970,apartment
4,2250,room
29,3000,room
27,9000,apartment
2,3600,apartment
11,2940,apartment
13,2250,apartment
22,4590,apartment
1,11250,apartment
23,1500,room
0,1500,room
29,1950,apartment
0,1500,apartment
0,1470,room
26,4500,apartment
14,3570,apartment
8,10500,apartment
7,3000,apartment
30,18000,apartment
24,8970,apartment
24,8970,apartment
3,6000,apartment
22,9000,apartment
12,2970,apartment
29,13500,apartment
0,6300,apartment
29,1500,room
0,120000,apartment
0,120000,apartment
1,150000,apartment
2,120000,apartment
0,120000,apartment
0,120000,apartment
5,120000,apartment
2,120000,apartment
1,120000,apartment
1,2550,apartment
0,5400,apartment
7,9630,apartment
29,9720,apartment
24,1800,apartment
30,9750,apartment
15,1950,apartment
13,4470,apartment
26,30870,apartment
29,29280,apartment
28,48000,apartment
14,37080,apartment
2,5970,apartment
7,4500,apartment
14,2970,room
23,23850,apartment
11,7500,apartment
11,4200,apartment
23,5940,apartment
0,6000,apartment
5,1590,room
29,6600,apartment
5,2430,apartment
6,3870,room
30,2250,room
13,36000,apartment
0,1500,room
12,4230,apartment
0,9000,apartment
5,15000,apartment
28,3750,apartment
7,9000,apartment
4,2250,room
5,2400,apartment
14,1500,room
12,9270,apartment
0,4500,room
14,8250,apartment
29,5340,apartment
27,5340,apartment
6,1950,room
14,45000,apartment
26,11220,apartment
20,18000,apartment
29,1950,room
3,26640,apartment
27,2400,apartment
30,12750,apartment
30,22500,apartment
0,15000,apartment
9,21000,apartment
2,3750,room
6,28500,apartment
22,3150,apartment
29,1050,room
0,1470,room
6,3600,apartment
4,15000,apartment
14,7500,apartment
9,2610,apartment
29,6750,apartment
30,9000,apartment
0,20850,apartment
25,16500,apartment
